Stock Name,Field,EPS_2009,EPS_2010,EPS_2011,EPS_2012,EPS_2013,EPS_2014,EPS_2015,EPS_2016,EPS_2017,EPS_2018,EPS_2019,EPS_2020,BV_2009,BV_2010,BV_2011,BV_2012,BV_2013,BV_2014,BV_2015,BV_2016,BV_2017,BV_2018,BV_2019,BV_2020,PE_2009,PE_2010,PE_2011,PE_2012,PE_2013,PE_2014,PE_2015,PE_2016,PE_2017,PE_2018,PE_2019,PE_2020,ROA_2009,ROA_2010,ROA_2011,ROA_2012,ROA_2013,ROA_2014,ROA_2015,ROA_2016,ROA_2017,ROA_2018,ROA_2019,ROA_2020,ROE_2009,ROE_2010,ROE_2011,ROE_2012,ROE_2013,ROE_2014,ROE_2015,ROE_2016,ROE_2017,ROE_2018,ROE_2019,ROE_2020,ROS_2009,ROS_2010,ROS_2011,ROS_2012,ROS_2013,ROS_2014,ROS_2015,ROS_2016,ROS_2017,ROS_2018,ROS_2019,ROS_2020,GOS_2009,GOS_2010,GOS_2011,GOS_2012,GOS_2013,GOS_2014,GOS_2015,GOS_2016,GOS_2017,GOS_2018,GOS_2019,GOS_2020,DAR_2009,DAR_2010,DAR_2011,DAR_2012,DAR_2013,DAR_2014,DAR_2015,DAR_2016,DAR_2017,DAR_2018,DAR_2019,DAR_2020,EPS_,BV_,PE_,ROA_,ROE_,ROS_,GOS_,DAR_,EPS_2008,BV_2008,PE_2008,ROA_2008,ROE_2008,ROS_2008,GOS_2008,DAR_2008,EPS_2007,BV_2007,PE_2007,ROA_2007,ROE_2007,ROS_2007,GOS_2007,DAR_2007,EPS_2006,BV_2006,PE_2006,ROA_2006,ROE_2006,ROS_2006,GOS_2006,DAR_2006
PNJ,Manufacturing,5.11,3.53,4.28,3.53,2.24,3.21,1.35,4.38,6.43,6.48,4.9,4.31,24.79,17.45,18.84,17.25,17.44,17.15,14.19,15.27,27.28,22.43,20.32,23.03,11.64,10.08,9.39,9.8,13.66,12.43,31.78,15.18,21.31,14.38,17.55,18.79,10.1,8.6,8.78,10,5.52,8.57,5.12,12.56,16.14,14.91,13.88,12.61,20.63,20.25,22.74,20.49,12.38,18.7,10.92,30.03,24.58,25.63,26.08,20.4,1.99,1.54,1.43,3.79,1.83,2.64,1.98,5.26,6.6,6.59,7.02,6.11,4.88,3.94,4.11,8.91,7.51,9.67,15.18,16.48,17.42,19.07,20.36,19.61,48.75,56.35,60.48,51.17,52.45,54.16,53.14,58.18,34.34,41.83,46.79,38.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POM,Manufacturing,7.48,3.89,2.17,0.02,-1.17,-0.15,0.15,1.62,3.74,1.78,-1.27,0.06,12.28,15.05,15.23,13.79,12.75,12.59,12.66,14.27,17.99,15.64,14.36,12.55,,7.35,4.24,640,-10.85,-56,46,5,4.26,4.66,-4.72,213.33,8.41,8.59,4.66,0.05,-2.92,-0.31,0.39,4.27,9.09,3.93,-2.62,0.14,25.38,23.33,14.16,0.18,-9.16,-1.22,1.16,11.26,20.65,11.36,-8.83,0.43,6.7,5.87,3.37,0.04,-2.21,-0.27,0.28,3.24,6.12,3.21,-2.57,0.16,18.76,12.09,10.09,3.97,3.51,4.02,5.8,6.85,9.71,5.74,1.74,5.17,63.04,63.12,67.01,70.58,68.05,74.75,66.69,62.07,56,65.43,70.38,68.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAL,Manufacturing,3.17,3.2,5.22,6.47,7.45,5.71,8.16,12.79,18.64,17.77,10.88,29.22,37.44,37.7,39.77,42.39,43.66,43.86,46.98,53.56,64.24,71.48,72.57,93.85,9.02,6.72,4.06,3.91,7.79,7.88,6.68,7.5,7.14,4.81,6.43,4.72,3.47,3.14,4.29,4.86,4.83,2.87,4.73,7.01,9,7.46,4.15,8.35,8.46,8.48,13.12,15.26,17.07,13.02,17.37,23.87,29.01,24.86,15,31.14,3.47,2.7,3.43,3.62,3.74,2.53,3.53,5,6.55,5.64,2.94,6.83,21.09,20.99,25.61,23.24,19.61,21.23,18.11,20.54,27.44,27.24,30.3,30.63,58.96,62.94,67.33,68.17,71.67,77.92,72.8,70.63,68.97,70,72.32,73.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDP,Manufacturing,0.81,1.66,1.52,2.7,2.28,1.67,3.44,2.01,-2.02,0.68,1.16,0.03,14.54,14.48,15.74,17.35,18.1,17.15,19.27,18.66,18.89,16.1,17.49,11.41,22.1,9.64,5.66,4.48,6.97,10.36,8.43,12.39,-8.86,17.06,6.94,262.67,2.86,4.27,3.49,5.53,4.41,3.06,7.83,4.93,-3.51,1.3,1.9,0.06,6.69,11.45,9.67,15.57,12.58,9.31,19.83,12.45,-10.25,4.23,6.62,0.29,2.27,3.03,2.17,3.29,2.51,2.11,5.3,4.48,-4.14,1.49,2.17,0.05,9.63,10.68,13.24,13.06,11.02,10.33,13.17,12.71,8.17,9.01,14.25,7.11,57.16,62.71,63.89,64.48,64.97,67.2,60.52,60.44,65.72,69.16,71.25,78.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAB,Manufacturing,2.51,3.79,,4.16,3.77,4.59,4.86,6.44,6.92,0.62,7.48,7.13,12.4,12.22,14.87,16.47,16.07,19.03,21.93,19.39,22.49,25.12,31.31,33.08,,,,,,,,30.7,36.03,431.45,30.48,27.35,10.6,15.33,13.75,15.04,12.85,13.56,15.81,23.33,21.4,18.68,18.74,17.25,20.23,30.99,23.9,25.24,23.46,24.09,24.25,36.02,32.67,25.93,25.17,22.26,12.55,14,11.81,12.24,10.07,11.71,12.56,14.65,13.78,11.62,13.33,16.89,22.31,24.7,21.09,22.54,24.4,29.76,27.84,27.05,25.93,22.49,25.2,30.4,41.1,44.52,37.09,35.92,41,40.1,34.8,35.22,34.49,27.96,25.54,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAM,Manufacturing,3.65,1.73,-1.41,0.81,0.92,0.57,0.3,0.11,0.43,0.39,0.31,0.36,,37.09,17.08,17.85,18.77,18.6,13.66,13.69,11.04,11.33,11.25,13.52,7.84,10.81,-3.05,9.14,9.13,22.81,28.33,82.73,17.05,17.95,26.61,27.64,,4.26,-6.95,3.83,4.03,2.31,1.6,0.68,2.52,1.96,1.54,1.63,,4.58,-8.2,4.52,4.9,3.07,2.31,1.01,4.09,3.51,2.77,2.67,54.33,13.83,-25.03,11.75,12.1,4.43,2.57,1.36,4.92,3.71,2.8,4.83,8.26,17.05,13.43,21.4,15.46,11.02,9.29,7.38,8.53,15.24,10.59,7.2,,6.5,13.65,13.39,16.25,23.39,30.69,32.69,38.42,44.2,44.63,38.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAV,Manufacturing,1.48,1.02,0.97,0.75,0.44,-2.5,-2.65,0.28,1.41,1.44,1.92,3.46,27.87,29.23,28.74,28.75,28.3,25.47,22.92,20.01,19.53,19.29,19.49,20.87,27.64,34.9,20.72,9.33,30.68,-5.16,-4.38,28.21,7.41,5.97,4.74,5,2.4,1.81,1.48,1.06,0.64,-4.07,-4.73,0.62,3.3,3.56,4.92,8.63,5.06,3.34,3.27,2.52,1.48,-9.42,-11.1,1.21,6.58,7.08,9.35,15.68,3.48,2.48,2.03,1.31,0.75,-3.61,-4.9,0.55,2.93,2.57,2.91,5.06,19.49,16.22,13.36,12.47,10.53,8.37,8.23,11.09,12.12,11.02,14.57,14.95,49.09,45.29,54.6,58.02,56.89,56.82,57.43,48.84,49.88,49.7,47.31,44.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBT,Manufacturing,1.48,2.44,4.03,2.89,1.74,1.32,1.49,1.18,0.97,0.44,,,11.62,12.61,12.64,11.95,12.4,12.94,13.88,12.3,10.95,9.92,,,7.57,5.53,3,5.54,7.13,9.77,16.17,20.76,21.44,47.27,,,11.38,17.64,23.81,14.05,7.35,5.71,4.3,4.35,3.08,1.6,,,12.73,19.29,30.82,21.83,12.98,9.8,10.87,10.91,8.94,4.61,,,27.25,31.26,26.97,18.88,10.77,9.11,7.3,7.55,5.3,2.47,,,26.33,34.76,29.43,18.87,12.66,12.51,15.02,13.65,12.89,8.03,,,10.65,8.55,22.76,35.63,43.36,41.71,60.47,60.12,65.54,65.24,,,,,,,,,,,0.57,10.19,14.91,4.62,5.64,14.49,20.48,18.14,,11.35,,11.15,11.88,28.37,26.55,6.12,,,,,,,,
SBV,Manufacturing,,,6.04,,,2.85,,6.11,5.2,1.82,2.09,2.34,,,13.6,,,12.74,13.77,20.93,16.75,17.07,17.95,18.98,,,,,,,,,6.83,8.24,4.81,5.3,,,22.63,,,11.14,18.05,18.47,18.45,7.55,7.99,7.59,,,38.05,,,20.59,36.09,26.49,24.67,11.19,11.61,12.97,,,17.82,,,11.47,18.06,22.4,21.55,11.12,12.26,13.3,,,29.39,,,30.29,32.87,42.49,42.3,36.92,32.77,39.66,,,40.53,,,45.91,50,30.29,25.21,32.54,31.19,41.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCD,Manufacturing,4.1,3.08,2.68,2.96,3.09,2.62,2.78,3.18,-0.69,0.42,1.76,0.4,16.93,17.97,19.88,20.8,21.76,22.44,23.6,25.03,21.84,22.26,23.14,22.76,6.56,9.09,4.48,3.38,7.93,9.92,16.51,14.94,-57.75,53.1,15.62,59.5,17.78,12.84,9.82,10.78,8.56,7.56,9.15,10.18,-1.27,2.22,6.7,0.84,24.17,17.09,13.47,14.18,14.17,11.65,13.04,14.11,-1.64,2.77,8.43,1.77,11.19,7.14,5.54,7.67,6.37,5.49,7.38,7.2,-0.93,1.88,6.21,2.11,32.4,23.08,20.21,26.18,27.61,28.23,29.9,29.68,22.79,23.26,25.96,24.35,26.45,24.9,27.12,23.99,39.61,35.07,29.87,27.8,22.64,19.7,20.51,52.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFG,Manufacturing,,,,2.5,2.65,2.32,1.98,1.89,1.92,1.39,0.03,0.06,,,,13.03,13.44,13.58,13.3,11.82,12.3,12.12,11.62,11.68,,,,,,7.59,7.12,6.19,6.25,9.71,203,124,,,,4.65,5.69,6.39,6.37,7.77,7.43,5.36,0.14,0.29,,,,18.28,19.72,17.06,14.85,16,15.61,11.45,0.28,0.54,,,,3.48,4.37,4.72,3.68,3.87,3.86,2.97,0.09,0.22,,,,10.4,11.2,8.22,9.4,9.98,9.75,9.14,6.31,7.17,,,,74.55,71.15,62.54,57.14,51.46,52.43,53.24,48.77,46.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHA,Manufacturing,11.46,5.38,1.15,0.82,0.69,1.27,3,2.21,1.71,1.3,1.1,0.83,21.46,10.22,10.41,11.22,11.9,12.86,12.48,13.13,12.45,12.73,12.11,12.02,,,,,8.7,5.83,3.6,3.98,4.66,4.38,4.15,5.29,11.25,22.48,3.92,2.67,2.58,4.61,6.55,8.13,5.25,4.87,3.82,2.83,53.41,52.63,11.01,7.3,5.8,9.88,12.68,15.44,10.34,10.2,8.4,6.58,7.53,14.76,2.68,2.02,1.6,2.29,5.6,6.2,4.01,4.47,3.57,2.7,12.71,16.02,12.35,13.58,13.46,13.66,20.09,16.99,14.6,17.03,15.52,15.16,78.95,57.29,64.34,63.39,55.48,53.32,48.3,47.37,49.29,52.26,54.49,56.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHI,Manufacturing,2.85,3.52,0.59,0.42,0.15,1.28,2.02,1.87,1.45,1.44,1.14,0.48,13.59,15.71,13.91,13.86,13.6,12.86,12.55,13.78,14.27,13.07,14.64,14.47,10.14,5.11,7.8,14.29,31.33,5.86,5.79,4.47,5.03,4.58,7.72,19.17,4.68,6.22,0.99,0.69,0.28,2.13,4.49,5.31,3.36,2.92,2.44,0.98,17.48,17.61,3.9,3.02,1.09,8.25,11.69,13.43,10.9,9.24,7.76,3.33,3.34,4.76,0.74,0.52,0.22,1.79,3.62,4.8,2.81,2.3,2.06,0.82,15.25,17.49,13.48,12.18,14.33,14.67,15.35,19.14,13.31,12.99,14.19,13.32,73.23,61.04,71.13,73.52,73.56,73.51,61.56,60.49,69.2,68.37,68.61,70.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,Manufacturing,0.83,3.56,-0.2,1.2,1.42,2.2,2.04,2.48,4.26,4.69,6.46,4.31,10.68,,11.08,11.79,12.21,13.12,13.69,14.93,15.99,14.85,15.81,16.59,,,,,,,,,,6.91,6.1,9.72,2.13,,-0.6,3.84,4.99,8.73,11.3,16.03,16.78,16.69,25.96,19.75,7.76,,-1.84,10.2,11.62,16.78,19.52,23.27,26.67,31.58,43.86,32.07,4.82,14.6,-1.03,5.13,5.68,8.62,10.53,12.64,11.34,9.1,13.76,13.16,17.05,32.42,22.95,23.41,22.44,22.19,24.28,25.03,21.01,17.6,22.42,25.78,72.58,,67.42,62.36,57.02,48,42.1,31.1,37.08,47.15,40.81,38.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPM,Manufacturing,6.24,9.97,4.3,4.7,1.27,2.59,1.42,0.57,1.14,0.78,0.65,0.6,24.25,43.02,42.18,46.8,47.05,49.58,50.97,51.54,53.67,53.45,54.09,54.68,,5.77,11.05,6.79,21.1,10.89,12.11,30.88,12.02,15.64,19.15,22.33,13.04,13.32,5.71,5.8,1.57,3.08,1.69,0.65,1.65,1.11,0.88,0.78,25.72,21.79,10.1,9.88,2.66,5.14,2.74,1.09,2.09,1.44,1.18,1.08,24.5,37.52,18.5,15.06,3.97,6.4,3.25,1.71,2.47,2.76,1.82,1.35,38.55,33.93,30.45,22.05,19.1,24.01,16.89,22.3,14.49,23.88,19.27,15.41,49.3,38.84,43.4,41.27,41.07,40.09,38.43,40.27,21.03,23.09,25.93,27.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC,Manufacturing,9.49,1.15,0.14,2.93,3.59,3.77,3.71,2.16,1.12,0.44,1.47,2.62,22.32,14.67,13.19,15.48,16.19,17.65,16.58,12.26,12.23,12.14,13.59,15.26,6.69,22.78,43.57,4.88,5.43,9.02,9.16,8.06,11.47,30.68,12.38,7.98,17.61,2.54,0.34,8.91,12.46,13.2,13.89,9.15,3.99,1.44,5.13,5.23,42.5,6.09,1.06,18.96,22.19,21.38,22.4,19.26,9.98,3.58,10.85,17.17,9.37,1.26,0.19,4.37,6.66,6.92,7.75,7.29,3.67,1.32,4.47,5.45,18.75,9.56,8.55,15.49,19.44,19.29,19.4,19.94,15.99,15.61,17.45,16.07,58.56,58.36,67.66,53.02,43.84,38.27,37.99,52.48,59.97,59.74,52.73,69.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STK,Manufacturing,,4.08,3.92,3.35,2.4,2.72,1.54,0.53,1.66,2.98,3.16,2.09,,16.38,16.97,17.07,15.95,15.95,14.82,12.99,12.99,15.17,15.31,15.31,,,,,,,20.71,37.55,11.08,5.34,5.55,10,,11.94,9.43,8.28,7.26,8.52,4.15,1.41,5.03,8.42,10.35,8.47,,23.8,21.14,17.94,14.79,15.72,10.34,4.11,12.79,19.62,19.8,13.33,,15.48,8.82,7.66,5.12,7.28,6.89,2.11,5.01,7.41,9.62,8.18,,23.37,19.05,15.87,12.2,14.6,18.08,9.48,10.89,13.91,15.89,14.46,,49.83,55.39,53.84,50.94,45.8,59.87,65.67,60.65,57.11,47.71,36.43,,,,,,,,,,12.37,,2.71,7.29,2.79,9.99,62.89,,,,,,,,,,,,,,,,
SVD,Manufacturing,,,,,,,,,,,,0.37,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,3.29,,,,,,,,,,,,1.44,,,,,,,,,,,,8.32,,,,,,,,,,,,66.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVI,Manufacturing,5.84,10.2,9.89,6.74,6.93,6.01,5.18,4.84,4.29,3.97,9.69,10.03,16.39,20.5,17.9,21.47,22.33,25.38,22.94,25.74,27.55,26.47,36.16,44.19,5.17,2.49,1.72,3.69,5.19,6.41,6.53,9.19,10.65,12.59,6.81,8.97,12.41,13.6,12.38,10.92,11.02,9.61,9.14,9.95,7.07,6.63,15.62,13.43,35.34,49.43,33.74,31.33,28.18,23.69,23.55,22.6,18.74,18.02,30.44,25.8,5.49,6.88,7.75,7.04,6.71,5.69,5.17,5.4,4.26,3.44,8.29,8.67,13.61,13.28,16.36,14.42,14.85,13.7,12.77,13.17,11.82,10.42,17.55,17.33,64.89,72.48,63.3,65.16,60.89,59.45,61.2,55.96,62.26,63.19,48.7,47.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVT,Manufacturing,2.35,1.23,0.43,0.02,0.06,0.47,0.87,0.06,0.34,0.39,0.99,2.74,11.81,12.25,12.65,11.54,11.6,12.06,12.94,11.82,12.16,12.55,13.53,15.02,,,18.14,675,111.67,14.89,14.37,166.67,19.12,19.23,8.07,4.96,11.48,7.52,2.47,0.17,0.59,3.5,5.67,0.57,2.82,3.15,7.3,18.1,17.76,9.52,3.38,0.2,0.67,3.88,7.07,0.68,2.84,3.17,7.32,18.23,7.6,4.51,1.63,0.29,0.97,8.05,8.55,1.78,10.08,22.12,11.99,35.97,7.3,6.69,5.63,10.27,11,14.04,6.82,11.06,12.94,21.63,2.58,2.73,35.32,21.04,27.11,15.86,12.76,9.83,19.77,17.14,0.75,0.57,0.27,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAC,Manufacturing,1.47,4.62,1.33,3.36,3.47,3.33,3.39,3.35,3.86,3.12,4.02,5.21,15.69,19.48,18.56,19.93,21.57,23.07,23.59,25.63,17.85,18.5,19.96,13.23,16.6,5.8,16.09,12.14,12.19,13.78,11.47,23.73,12.05,9.29,6.44,9.08,4.27,9.28,2.45,6.37,5.39,5.23,5.69,5.61,8.47,5.35,7.87,7.69,9.34,23.71,7.16,16.88,16.08,14.45,15.58,13.76,21.96,17.37,20.14,39.39,1.06,2.69,0.57,1.58,1.53,1.53,1.94,1.68,3.06,2.47,3.29,3.36,8.94,11.82,7.51,9.38,9.7,10.4,9.82,9.41,13,12.75,15.97,14.53,54.32,60.84,65.84,62.24,66.51,63.79,63.49,59.26,61.44,69.21,60.94,80.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCM,Manufacturing,1.29,4.61,2.51,-0.45,2.52,3.43,2.19,1.74,3.16,4.07,3.17,3.78,12.09,15.63,16.16,13.93,14.96,16.41,18.21,18.61,20.75,23.54,24.57,26.4,13.95,5.1,3.35,-12.89,8.17,9.33,14.06,8.33,9.03,5.65,6.06,13.76,2.65,10.43,5.46,-1.03,6.21,8.17,6.12,4.05,6.32,7.98,7.38,9.25,8.61,29.4,15.5,-3.24,16.79,20.86,17.14,12.48,17.9,20.3,15.14,16.8,4.01,10.54,5.11,-0.88,4.84,6.55,5.5,3.72,5.98,7.08,5.92,7.93,19.34,20.54,16.28,7.33,13.53,14.63,15.27,13.65,15.67,18.54,15.88,17.87,67.06,64.29,64.54,67.98,62.69,60.51,64.3,67.54,64.7,60.69,51.24,44.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCR,Manufacturing,0.11,1.62,1.98,0.08,-1.32,0.04,0.93,0.65,-1.52,-2.51,0.18,-0.64,15.99,16.54,16.92,15.36,13.22,13.18,14.58,14.68,12.97,10.39,10.42,10.11,79.09,5.49,2.63,55,-2.95,160,6.34,6.69,-2.19,-0.95,11.78,-5.47,0.35,5.62,5.1,0.21,-3.58,0.12,2.66,2.3,-5.26,-8.77,0.8,-3.18,0.7,9.81,11.68,0.51,-10,0.34,6.35,4.44,-11.74,-24.19,1.72,-6.36,0.45,5.24,5.67,0.21,-3.08,0.09,2,1.93,-5.1,-8.46,0.74,-3.17,17.77,24.35,23.72,16.07,12.18,15.13,20.09,21.24,12.66,10.25,17.2,17.2,49.41,42.7,55.45,58.54,63.06,63,58.12,48.17,55.23,63.75,53.36,50.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDP,Manufacturing,,,,,,,,,1.02,1.44,1.9,1.35,,,,,,,,,10.71,12.16,11.64,11.74,,,,,,,,,,10.14,8.79,25.26,,,,,,,,,2.68,4.07,3.84,3.97,,,,,,,,,6.53,11.88,11.08,11.52,,,,,,,,,3.35,4.83,5.17,5.29,,,,,,,,,13.15,14.71,15.96,17.26,,,,,,,,,58.9,65.71,65.35,65.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEG,Manufacturing,,,,,-0.08,0.56,0.84,2.11,1.64,1.64,0.12,0.23,,,,,9.92,10.49,10.45,12.56,12.57,13.26,13.15,13.85,,,,,,,16.31,4.03,4.15,4.69,43.25,22.91,,,,,-0.8,5.31,3.65,15.97,10.63,9,0.65,1.34,,,,,-0.8,5.37,3.71,16.81,13.08,12.33,0.82,1.68,,,,,-2.05,3.41,20.45,23.74,15.99,17.48,2.21,3.52,,,,,1.42,0.41,19.07,24.2,23.39,35.41,14.46,5.24,,,,,0.05,1.21,1.63,4.98,18.72,27.02,20.1,20.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THG,Manufacturing,5.79,5.58,2.52,2.33,1.68,1.69,4.98,8.02,7.27,5.7,7.6,11.35,14.53,17.16,18.44,19.25,19.25,15.8,20.49,22.97,26.81,26.47,30.24,33.97,,,3.53,3.09,5.06,8.88,6.53,6.93,6.13,5.61,5.79,4.96,10.59,9.66,4.53,4.66,3.72,4.17,9.29,12.45,10.78,7.88,8.59,11.56,39.15,29.17,13.67,12.08,8.75,10.71,27.3,31.33,28.87,21.95,26.72,33.97,10.3,9.55,4.62,3.81,3.12,3.22,8,10.41,10.21,8.01,8.24,9.4,23.54,22.83,21.47,20.57,18.69,16.76,21.49,22.4,24.87,23.69,23.87,25.11,70.84,65.02,65.02,60.06,55.96,59.8,65.97,60.26,62.64,64.07,67.86,65.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI,Manufacturing,,,,5.51,,,,6.45,,5.66,,3.32,,15.57,,18.48,19.34,,,22.42,23.47,25.8,,27.57,,,,,,,,,,6.89,,9.04,,7.4,,8.58,7.9,,,12.09,16.12,10.92,,4.57,,26.19,,29.82,22.44,,,19.24,27.98,22.01,,11.18,,4.84,,4.55,3.62,,,8.31,12.58,12.48,,5.31,,15.9,,17.83,15.63,,,21.12,21.22,16.98,,17.06,,71.76,,68.32,64.8,,,37.17,42.39,50.37,,59.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLD,Manufacturing,,,,,,,0.01,0.72,0.94,1.12,0.72,0.73,,,,,,,9.29,10.01,11.15,11.42,12.15,11.02,,,,,,,,,12.82,6.12,6.29,8.08,,,,,,,0.12,4.52,5.57,5.79,2.69,3.12,,,,,,,0.14,7.19,8.17,9.44,5.91,4.43,,,,,,,0.37,9.74,9.95,6.55,3.98,5.19,,,,,,,6.26,13.46,15.19,10.07,6.94,8.9,,,,,,,14.47,37.05,31.79,38.67,54.56,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLG,Manufacturing,3.79,4.59,4.75,4.73,5,5.5,4.41,5.51,4.83,4.03,4.08,2.78,23.33,25.26,27.08,26.05,27.02,27.33,27.88,24.12,20.97,19.3,23.23,22.47,,6.8,3.07,3.91,8.5,9.64,19.27,18.33,20.91,16.13,9.78,14.03,9.73,9.45,8.48,10.4,11.55,13.3,14.53,17.34,17.09,16.4,14.44,10.36,16.21,18.16,16.85,18.15,18.51,20.13,22.86,25.98,25.29,23.2,19.32,13.72,9.37,8.74,7.72,8.23,8.29,9.13,9.97,11.1,10.73,10.31,10.73,8.93,37.59,35.9,39.45,37.68,36.79,36.92,38.55,39.14,37.38,37.35,36.82,38.36,37.18,45.76,49.69,42.68,37.61,33.93,36.45,33.24,32.42,29.31,25.24,24.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMT,Manufacturing,8.45,1.54,0.06,0.01,0.16,2.04,6.13,1.29,0.24,0.03,0.1,0.05,24.91,12.49,11.39,11.05,11.2,10.09,12.66,11.52,11.77,10.81,11.15,11.19,,10.52,115,470,31.25,8.33,8.32,11.09,37.08,306.33,54.7,107.4,10.59,5.89,0.25,0.03,0.85,5.07,9.35,2.35,0.32,0.07,0.24,0.11,33.92,11.79,0.48,0.06,1.4,19.99,47.82,11.08,2.01,0.29,0.94,0.43,5.56,2.9,0.18,0.04,0.89,4.55,5.55,1.88,0.38,0.09,0.29,0.1,15.92,12.43,10.91,9.49,11.16,11.99,13.84,11.5,10.46,12.75,4.24,8.78,68.03,48.01,46.59,45.82,37.15,73.43,80.45,78.75,83.89,76.32,73.87,75.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNC,Manufacturing,1.54,2.7,3.74,3.65,1.78,0.91,0.67,1.17,1.39,1.03,1.52,2.42,12.66,14.16,16.03,17.13,16.43,15.67,15.71,15.97,16.22,16.3,16.94,17.91,9.29,6.11,3.21,4.27,7.87,12.97,14.33,8.97,8.27,10.97,11.12,13.22,11.01,16.82,20.97,18.51,9.83,5.26,4.02,6.93,7.97,7.98,10.76,14.3,12.13,19.03,23.36,21.33,10.82,5.8,4.26,7.33,8.57,8.67,11.67,15.93,17.24,28.63,49.81,36.8,24.08,27.4,15.46,38.39,34.96,39.77,63.92,102.26,22.7,34.26,48.73,28.8,11.42,-0.56,-1.8,4.72,19.28,11,7.89,8.62,9.21,11.61,10.22,13.21,9.15,9.29,5.81,5.43,6.93,7.98,7.87,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPC,Manufacturing,3.16,1.66,1.77,1.41,1.1,0.55,0.5,1,1.38,1.42,0.99,0.97,15.88,13.73,14.17,13.22,12.95,12.55,12.55,12.9,13.49,13.41,13.74,13.9,4.15,6.45,3.84,6.74,8.64,14.91,12.2,7.6,7.61,7.54,9.62,10.31,17.17,10.23,3.79,4.88,3.55,1.8,1.98,3.54,4.56,4.55,3.16,3.11,19.28,11.43,10.85,9.27,7.41,3.83,3.45,6.75,8.91,9.2,6.28,6.42,15.37,8.59,5.16,4.93,3.36,1.58,1.5,3.03,3.99,4.22,2.7,2.51,21.71,14.87,9.28,5.26,8.38,6.58,6.92,7.42,8.33,9.52,9.06,8.97,10.95,10.46,65.09,47.36,52.06,52.84,42.67,47.48,48.82,50.52,49.61,51.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRA,Manufacturing,6.23,6.05,7.19,9.43,6.26,5.91,6.61,6.1,5.35,3.35,3.27,4.18,25.89,28.29,32.42,36.58,27.72,31.96,39.18,29.37,26.99,26.71,26.97,28.28,9.95,8.76,5.02,9.23,13.5,12.35,13.39,18.69,21.87,20.9,18.5,17.13,12.57,11.44,10.58,12.01,13.74,12.88,13.96,15.29,15.97,9.83,9.76,11.86,19.33,18.97,22.17,25.78,21.85,18.49,18.72,20.75,21.55,14.11,13.72,16.7,6.83,7.71,8.34,8.31,8.88,8.83,9.17,10.54,12.89,8.69,8.97,10.26,28.8,30.67,37.55,41.33,42.86,43.28,46.06,49.78,55.64,51.97,54.98,54.03,34.98,39.69,48.11,47.12,30.77,23.08,25.43,26.33,25.89,30.36,28.86,28.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
